GeneId	TranscriptId	GeneName
ENSG00000111249	ENST00000261726	CUX2
ENSG00000214511	ENST00000398455	HIGD1C
ENSG00000227600	ENST00000525601	PPT2
ENSG00000122592	ENST00000242159	HOXA7
ENSG00000198707	ENST00000552810	CEP290
ENSG00000164690	ENST00000297261	SHH
ENSG00000113811	ENST00000495461	SELENOK
ENSG00000071794	ENST00000310053	HLTF
ENSG00000267795	ENST00000615889	SMIM22
ENSG00000075218	ENST00000454366	GTSE1
ENSG00000198324	ENST00000361483	FAM109A
ENSG00000106355	ENST00000450169	LSM5
ENSG00000182103	ENST00000329203	FAM181B
ENSG00000160993	ENST00000292566	ALKBH4
ENSG00000146856	ENST00000436302	AGBL3
ENSG00000160991	ENST00000356387	ORAI2
ENSG00000175455	ENST00000488653	CCDC14
ENSG00000142546	ENST00000596358	NOSIP
ENSG00000140623	ENST00000268231	SEPT12
ENSG00000100197	ENST00000360608	CYP2D6
ENSG00000176438	ENST00000334258	SYNE3
ENSG00000172667	ENST00000311417	ZMAT3
ENSG00000136444	ENST00000258955	RSAD1
ENSG00000183662	ENST00000478136	FAM19A1
ENSG00000142188	ENST00000542230	TMEM50B
ENSG00000126768	ENST00000396779	TIMM17B
ENSG00000275774	ENST00000621994	HNRNPCL2
ENSG00000122783	ENST00000393114	C7orf49
ENSG00000128578	ENST00000249344	STRIP2
ENSG00000092108	ENST00000458591	SCFD1
ENSG00000143412	ENST00000368947	ANXA9
ENSG00000234495	ENST00000437160	TRIM27
ENSG00000236802	ENST00000430971	B3GALT4
ENSG00000114353	ENST00000313601	GNAI2
ENSG00000146859	ENST00000275767	TMEM140
ENSG00000143409	ENST00000361738	MINDY1
ENSG00000159128	ENST00000381995	IFNGR2
ENSG00000250021	ENST00000398333	C15orf38-AP3S2
ENSG00000102313	ENST00000218436	ITIH6
ENSG00000116748	ENST00000520113	AMPD1
ENSG00000155368	ENST00000627305	DBI
ENSG00000182512	ENST00000331334	GLRX5
ENSG00000102103	ENST00000218224	PQBP1
ENSG00000163377	ENST00000295569	FAM19A4
ENSG00000126460	ENST00000246794	PRRG2
ENSG00000157823	ENST00000336418	AP3S2
ENSG00000165805	ENST00000298699	C12orf50
ENSG00000175161	ENST00000405615	CADM2
ENSG00000240204	ENST00000462322	SMKR1
ENSG00000105976	ENST00000318493	MET
ENSG00000131844	ENST00000340941	MCCC2
ENSG00000234487	ENST00000622145	HLA-F
ENSG00000174206	ENST00000311915	C12orf66
ENSG00000213281	ENST00000369535	NRAS
ENSG00000133641	ENST00000356891	C12orf29
ENSG00000185974	ENST00000335678	GRK1
ENSG00000111252	ENST00000341259	SH2B3
ENSG00000128656	ENST00000409900	CHN1
ENSG00000117682	ENST00000360009	DHDDS
ENSG00000143363	ENST00000271620	PRUNE1
ENSG00000184983	ENST00000498737	NDUFA6
ENSG00000225526	ENST00000564146	MKRN2OS
ENSG00000154743	ENST00000284995	TSEN2
ENSG00000109572	ENST00000347613	CLCN3
ENSG00000242498	ENST00000357484	ARPIN
ENSG00000204842	ENST00000377617	ATXN2
ENSG00000133980	ENST00000256362	VRTN
ENSG00000185306	ENST00000543942	C12orf56
ENSG00000183087	ENST00000327773	GAS6
ENSG00000156966	ENST00000287590	B3GNT7
ENSG00000162367	ENST00000294339	TAL1
ENSG00000188266	ENST00000569878	HYKK
ENSG00000176915	ENST00000357997	ANKLE2
ENSG00000235956	ENST00000414687	PRRT1
ENSG00000183379	ENST00000331628	SYNDIG1L
ENSG00000165490	ENST00000533655	DDIAS
ENSG00000184497	ENST00000375353	TMEM255B
ENSG00000168528	ENST00000373710	SERINC2
ENSG00000167612	ENST00000301190	ANKRD33
ENSG00000163141	ENST00000368931	BNIPL
ENSG00000164011	ENST00000372502	ZNF691
ENSG00000123473	ENST00000371877	STIL
ENSG00000176894	ENST00000317479	PXMP2
ENSG00000179546	ENST00000374619	HTR1D
ENSG00000137502	ENST00000533486	RAB30
ENSG00000134871	ENST00000360467	COL4A2
ENSG00000173614	ENST00000377205	NMNAT1
ENSG00000247077	ENST00000498926	PGAM5
ENSG00000179407	ENST00000469083	DNAJB8
ENSG00000213221	ENST00000371738	DNLZ
ENSG00000065325	ENST00000262441	GLP2R
ENSG00000100239	ENST00000612753	PPP6R2
ENSG00000187796	ENST00000371732	CARD9
ENSG00000179348	ENST00000341105	GATA2
ENSG00000213937	ENST00000445369	CLDN9
ENSG00000162441	ENST00000377223	LZIC
ENSG00000140368	ENST00000558012	PSTPIP1
ENSG00000187498	ENST00000375820	COL4A1
ENSG00000106034	ENST00000310396	CPED1
ENSG00000160360	ENST00000440944	GPSM1
ENSG00000143443	ENST00000368926	C1orf56
ENSG00000213190	ENST00000368921	MLLT11
ENSG00000075975	ENST00000170447	MKRN2
ENSG00000157017	ENST00000335542	GHRL
ENSG00000009307	ENST00000610726	CSDE1
ENSG00000197622	ENST00000439374	CDC42SE1
ENSG00000102316	ENST00000375068	MAGED2
ENSG00000105982	ENST00000405335	RNF32
ENSG00000117394	ENST00000426263	SLC2A1
ENSG00000137509	ENST00000393399	PRCP
ENSG00000142910	ENST00000271064	TINAGL1
ENSG00000143458	ENST00000368918	GABPB2
ENSG00000132155	ENST00000251849	RAF1
ENSG00000161243	ENST00000292853	FBXO27
ENSG00000146826	ENST00000316937	C7orf43
ENSG00000175768	ENST00000544379	TOMM5
ENSG00000280267	ENST00000624207	PRAMEF26
ENSG00000122696	ENST00000377716	SLC25A51
ENSG00000179412	ENST00000323770	HNRNPCL4
ENSG00000147912	ENST00000432825	FBXO10
ENSG00000204505	ENST00000415919	PRAMEF9
ENSG00000163902	ENST00000296255	RPN1
ENSG00000056050	ENST00000393381	HPF1
ENSG00000279169	ENST00000638454	PRAMEF13
ENSG00000143434	ENST00000368913	SEMA6C
ENSG00000279804	ENST00000624297	PRAMEF18
ENSG00000110066	ENST00000304363	KMT5B
ENSG00000157014	ENST00000287652	TATDN2
ENSG00000270601	ENST00000622421	PRAMEF5
ENSG00000283071	ENST00000634353	LBHD2
ENSG00000122741	ENST00000377724	DCAF10
ENSG00000140548	ENST00000268154	ZNF710
ENSG00000188186	ENST00000341942	LAMTOR4
ENSG00000105983	ENST00000353442	LMBR1
ENSG00000174348	ENST00000312553	PODN
ENSG00000157020	ENST00000383801	SEC13
ENSG00000107338	ENST00000377707	SHB
ENSG00000204481	ENST00000334600	PRAMEF14
ENSG00000175782	ENST00000398004	SLC35E3
ENSG00000003400	ENST00000286186	CASP10
ENSG00000204501	ENST00000376152	PRAMEF15
ENSG00000206457	ENST00000400412	CCHCR1
ENSG00000036054	ENST00000394144	TBC1D23
ENSG00000165275	ENST00000297994	TRMT10B
ENSG00000068120	ENST00000590958	COASY
ENSG00000163297	ENST00000307333	ANTXR2
ENSG00000182330	ENST00000357367	PRAMEF8
ENSG00000186973	ENST00000335282	FAM183A
ENSG00000092140	ENST00000206595	G2E3
ENSG00000223532	ENST00000425848	HLA-B
ENSG00000159110	ENST00000342136	IFNAR2
ENSG00000122068	ENST00000241502	FYTTD1
ENSG00000168056	ENST00000301873	LTBP3
ENSG00000162613	ENST00000370768	FUBP1
ENSG00000203485	ENST00000392634	INF2
ENSG00000175155	ENST00000312655	YPEL2
ENSG00000081026	ENST00000307546	MAGI3
ENSG00000119878	ENST00000238892	CRIPT
ENSG00000173660	ENST00000311672	UQCRH
ENSG00000158156	ENST00000373884	XKR8
ENSG00000204099	ENST00000325935	NEU4
ENSG00000085999	ENST00000371975	RAD54L
ENSG00000187742	ENST00000375807	SECISBP2
ENSG00000185958	ENST00000327337	FAM186A
ENSG00000154222	ENST00000371586	CC2D1B
ENSG00000275932	ENST00000614294	DUSP14
ENSG00000181472	ENST00000325144	ZBTB2
ENSG00000187118	ENST00000466830	CMC1
ENSG00000049323	ENST00000404816	LTBP1
ENSG00000123064	ENST00000314045	DDX54
ENSG00000115421	ENST00000238714	PAPOLG
ENSG00000144362	ENST00000616524	PHOSPHO2
ENSG00000116396	ENST00000369787	KCNC4
ENSG00000181322	ENST00000383180	NME9
ENSG00000197933	ENST00000341191	ZNF823
ENSG00000159685	ENST00000290913	CHCHD6
ENSG00000183715	ENST00000331898	OPCML
ENSG00000130559	ENST00000389532	CAMSAP1
ENSG00000196091	ENST00000452455	MYBPC1
ENSG00000154027	ENST00000354567	AK5
ENSG00000129990	ENST00000354308	SYT5
ENSG00000139629	ENST00000543196	GALNT6
ENSG00000120519	ENST00000507030	SLC10A7
ENSG00000184221	ENST00000382348	OLIG1
ENSG00000214782	ENST00000529108	MS4A18
ENSG00000184203	ENST00000618156	PPP1R2
ENSG00000182793	ENST00000370989	GSTA5
ENSG00000198203	ENST00000326853	SULT1C2
ENSG00000178403	ENST00000313341	NEUROG2
ENSG00000168710	ENST00000369799	AHCYL1
ENSG00000163288	ENST00000295454	GABRB1
ENSG00000183955	ENST00000402868	KMT5A
ENSG00000130830	ENST00000369534	MPP1
ENSG00000149289	ENST00000278590	ZC3H12C
ENSG00000087460	ENST00000371100	GNAS
ENSG00000214654	ENST00000464488	B3GNT10
ENSG00000083642	ENST00000315596	PDS5B
ENSG00000048707	ENST00000620676	VPS13D
ENSG00000137101	ENST00000396757	CD72
ENSG00000055609	ENST00000262189	KMT2C
ENSG00000236949	ENST00000437373	ZNRD1
ENSG00000145014	ENST00000392432	TMEM44
ENSG00000139610	ENST00000293636	CELA1
ENSG00000231968	ENST00000421519	UBD
ENSG00000131095	ENST00000638281	GFAP
ENSG00000132746	ENST00000349015	ALDH3B2
ENSG00000175164	ENST00000538324	ABO
ENSG00000100297	ENST00000216122	MCM5
ENSG00000138735	ENST00000354960	PDE5A
ENSG00000167968	ENST00000564065	DNASE1L2
ENSG00000180347	ENST00000451887	CCDC129
ENSG00000169871	ENST00000306085	TRIM56
ENSG00000179295	ENST00000635625	PTPN11
ENSG00000075426	ENST00000264716	FOSL2
ENSG00000174799	ENST00000257287	CEP135
ENSG00000118432	ENST00000369501	CNR1
ENSG00000169918	ENST00000307050	OTUD7A
ENSG00000230763	ENST00000425130	HLA-DPB1
ENSG00000112761	ENST00000368666	WISP3
ENSG00000170619	ENST00000450361	COMMD5
ENSG00000159592	ENST00000355105	GPBP1L1
ENSG00000111912	ENST00000392477	NCOA7
ENSG00000137573	ENST00000260128	SULF1
ENSG00000205277	ENST00000536621	MUC12
ENSG00000100429	ENST00000216271	HDAC10
ENSG00000104205	ENST00000396596	SGK3
ENSG00000213123	ENST00000325318	TCTEX1D2
ENSG00000168917	ENST00000446465	SLC35G2
ENSG00000150990	ENST00000308736	DHX37
ENSG00000130479	ENST00000324096	MAP1S
ENSG00000080546	ENST00000436639	SESN1
ENSG00000198001	ENST00000613694	IRAK4
ENSG00000172733	ENST00000475541	PURG
ENSG00000188191	ENST00000406797	PRKAR1B
ENSG00000066117	ENST00000394963	SMARCD1
ENSG00000215641	ENST00000400720	TRIM27
ENSG00000215113	ENST00000542739	CXorf49B
ENSG00000006555	ENST00000371276	TTC22
ENSG00000159885	ENST00000391960	ZNF222
ENSG00000117266	ENST00000506784	CDK18
ENSG00000130255	ENST00000577222	RPL36
ENSG00000155850	ENST00000286298	SLC26A2
ENSG00000077942	ENST00000327858	FBLN1
ENSG00000099308	ENST00000262811	MAST3
ENSG00000169783	ENST00000355300	LINGO1
ENSG00000138813	ENST00000326581	C4orf17
ENSG00000137834	ENST00000288840	SMAD6
ENSG00000114446	ENST00000264538	IFT57
ENSG00000230108	ENST00000443707	TNF
ENSG00000171817	ENST00000592533	ZNF540
ENSG00000139233	ENST00000266604	LLPH
ENSG00000184144	ENST00000331830	CNTN2
ENSG00000128581	ENST00000315322	IFT22
ENSG00000152583	ENST00000418378	SPARCL1
ENSG00000170881	ENST00000303545	RNF139
ENSG00000178015	ENST00000380007	GPR150
ENSG00000196098	ENST00000354924	OR5K4
ENSG00000177468	ENST00000367734	OLIG3
ENSG00000125827	ENST00000246024	TMX4
ENSG00000114520	ENST00000251775	SNX4
ENSG00000110693	ENST00000396356	SOX6
ENSG00000285258	ENST00000295900	ATXN7
ENSG00000189410	ENST00000444387	SH2D5
ENSG00000183665	ENST00000328599	TRMT12
ENSG00000005483	ENST00000311117	KMT2E
ENSG00000116903	ENST00000366645	EXOC8
ENSG00000115234	ENST00000233575	SNX17
ENSG00000187867	ENST00000340790	PALM3
ENSG00000277789	ENST00000621539	TMC4
ENSG00000127980	ENST00000248633	PEX1
ENSG00000196616	ENST00000305046	ADH1B
ENSG00000080823	ENST00000361847	MOK
ENSG00000111907	ENST00000304877	TPD52L1
ENSG00000204104	ENST00000373327	TRAF3IP1
ENSG00000055070	ENST00000401088	SZRD1
ENSG00000112335	ENST00000230085	SNX3
ENSG00000088930	ENST00000377191	XRN2
ENSG00000163946	ENST00000493960	FAM208A
ENSG00000258223	ENST00000552471	PRSS58
ENSG00000274504	ENST00000613935	RDH13
ENSG00000274894	ENST00000619439	PRPF31
ENSG00000275577	ENST00000612105	VSTM1
ENSG00000277088	ENST00000614380	OSCAR
ENSG00000277607	ENST00000617281	VSTM1
ENSG00000130487	ENST00000395676	KLHDC7B
ENSG00000260238	ENST00000368276	PMF1-BGLAP
ENSG00000177414	ENST00000371076	UBE2U
ENSG00000163590	ENST00000498165	PPM1L
ENSG00000235162	ENST00000443585	C12orf75
ENSG00000173080	ENST00000368318	RXFP4
ENSG00000083857	ENST00000441802	FAT1
ENSG00000166532	ENST00000357529	RIMKLB
ENSG00000171310	ENST00000303694	CHST11
ENSG00000283154	ENST00000485419	IQCJ-SCHIP1
ENSG00000164074	ENST00000645843	ABHD18
ENSG00000160753	ENST00000368352	RUSC1
ENSG00000166105	ENST00000431683	GLB1L3
ENSG00000227780	ENST00000418540	ZBTB22
ENSG00000140612	ENST00000558134	SEC11A
ENSG00000232957	ENST00000426685	HLA-DOA
ENSG00000181061	ENST00000452906	HIGD1A
ENSG00000197696	ENST00000394588	NMB
ENSG00000109794	ENST00000227065	FAM149A
ENSG00000157119	ENST00000287777	KLHL40
ENSG00000225663	ENST00000572645	MCRIP1
ENSG00000170613	ENST00000302938	FAM71B
ENSG00000179085	ENST00000368399	DPM3
ENSG00000155868	ENST00000286317	MED7
ENSG00000163357	ENST00000295542	DCST1
ENSG00000136997	ENST00000621592	MYC
ENSG00000023909	ENST00000370238	GCLM
ENSG00000166166	ENST00000389749	TRMT61A
ENSG00000163661	ENST00000295927	PTX3
ENSG00000163344	ENST00000368467	PMVK
ENSG00000188050	ENST00000340112	RNF133
ENSG00000038002	ENST00000264595	AGA
ENSG00000138271	ENST00000260843	GPR87
ENSG00000160712	ENST00000368485	IL6R
ENSG00000085514	ENST00000198536	PILRA
ENSG00000227140	ENST00000507227	USP17L5
ENSG00000157211	ENST00000371330	CDCP2
ENSG00000088992	ENST00000335209	TESC
ENSG00000283361	ENST00000646158	CFAP97D2
ENSG00000174989	ENST00000309909	FBXW8
ENSG00000114541	ENST00000398540	FRMD4B
ENSG00000162931	ENST00000366697	TRIM17
ENSG00000116016	ENST00000263734	EPAS1
ENSG00000180251	ENST00000295269	SLC9A4
ENSG00000186566	ENST00000591680	GPATCH8
ENSG00000100298	ENST00000401756	APOBEC3H
ENSG00000188120	ENST00000405239	DAZ1
ENSG00000122180	ENST00000241651	MYOG
ENSG00000080200	ENST00000389622	CRYBG3
ENSG00000088970	ENST00000619189	KIZ
ENSG00000067225	ENST00000319622	PKM
ENSG00000154945	ENST00000285243	ANKRD40
ENSG00000104332	ENST00000220772	SFRP1
ENSG00000147119	ENST00000276055	CHST7
ENSG00000170037	ENST00000380262	CNTROB
ENSG00000103485	ENST00000395384	QPRT
ENSG00000179387	ENST00000323570	ELMOD2
ENSG00000169488	ENST00000305051	OR4K15
ENSG00000186818	ENST00000391736	LILRB4
ENSG00000169789	ENST00000303728	PRY
ENSG00000165078	ENST00000297770	CPA6
ENSG00000197978	ENST00000618348	GOLGA6L9
ENSG00000232126	ENST00000450871	HLA-B
ENSG00000156206	ENST00000286732	CFAP161
ENSG00000096093	ENST00000371068	EFHC1
ENSG00000153132	ENST00000325617	CLGN
ENSG00000183607	ENST00000328895	GKN2
ENSG00000131370	ENST00000383791	SH3BP5
ENSG00000177476	ENST00000320002	OR2G3
ENSG00000131143	ENST00000562336	COX4I1
ENSG00000236428	ENST00000435006	PPP1R18
ENSG00000159263	ENST00000290399	SIM2
ENSG00000101109	ENST00000372806	STK4
ENSG00000138430	ENST00000284719	OLA1
ENSG00000253537	ENST00000518325	PCDHGA7
ENSG00000261934	ENST00000573521	PCDHGA9
ENSG00000254221	ENST00000523390	PCDHGB1
ENSG00000142864	ENST00000370995	SERBP1
ENSG00000115183	ENST00000263635	TANC1
ENSG00000091129	ENST00000379028	NRCAM
ENSG00000122034	ENST00000381140	GTF3A
ENSG00000186919	ENST00000334586	ZACN
ENSG00000182687	ENST00000329003	GALR2
ENSG00000063169	ENST00000396720	BICRA
ENSG00000167701	ENST00000394955	GPT
ENSG00000254245	ENST00000253812	PCDHGA3
ENSG00000185666	ENST00000358763	SYN3
ENSG00000116704	ENST00000235345	SLC35D1
ENSG00000160191	ENST00000291539	PDE9A
ENSG00000163608	ENST00000314400	NEPRO
ENSG00000164076	ENST00000477224	CAMKV
ENSG00000143799	ENST00000366794	PARP1
ENSG00000186579	ENST00000335186	DEFB106A
ENSG00000128564	ENST00000249330	VGF
ENSG00000132840	ENST00000255192	BHMT2
ENSG00000203722	ENST00000367360	RAET1G
ENSG00000017260	ENST00000507488	ATP2C1
ENSG00000128739	ENST00000645002	SNRPN
ENSG00000143768	ENST00000366820	LEFTY2
ENSG00000161800	ENST00000427314	RACGAP1
ENSG00000189280	ENST00000338513	GJB5
ENSG00000164134	ENST00000296543	NAA15
ENSG00000110801	ENST00000541212	PSMD9
ENSG00000189308	ENST00000340417	LIN54
ENSG00000143194	ENST00000367872	MAEL
ENSG00000184761	ENST00000409259	PRSS40B
ENSG00000070731	ENST00000225276	ST6GALNAC2
ENSG00000151014	ENST00000280614	NOCT
ENSG00000180354	ENST00000324453	MTURN
ENSG00000080845	ENST00000373913	DLGAP4
ENSG00000108576	ENST00000261707	SLC6A4
ENSG00000254093	ENST00000314787	PINX1
ENSG00000162909	ENST00000295006	CAPN2
ENSG00000276433	ENST00000617100	KIR3DL3
ENSG00000070761	ENST00000262498	CFAP20
ENSG00000115350	ENST00000483063	POLE4
ENSG00000116785	ENST00000367425	CFHR3
ENSG00000113845	ENST00000494664	TIMMDC1
ENSG00000113083	ENST00000231004	LOX
ENSG00000276086	ENST00000617919	KIR3DL3
ENSG00000198574	ENST00000367929	SH2D1B
ENSG00000132357	ENST00000254691	CARD6
ENSG00000089101	ENST00000245957	CFAP61
ENSG00000106952	ENST00000223795	TNFSF8
ENSG00000164530	ENST00000373674	PI16
ENSG00000140481	ENST00000398814	CCDC33
ENSG00000243056	ENST00000310331	EIF4EBP3
ENSG00000140694	ENST00000437198	PARN
ENSG00000113838	ENST00000424280	TBCCD1
ENSG00000100842	ENST00000216733	EFS
ENSG00000184698	ENST00000642046	OR51M1
ENSG00000157510	ENST00000296721	AFAP1L1
ENSG00000140450	ENST00000268042	ARRDC4
ENSG00000248485	ENST00000504449	PCP4L1
ENSG00000132600	ENST00000339507	PRMT7
ENSG00000172725	ENST00000393893	CORO1B
ENSG00000144218	ENST00000409579	AFF3
ENSG00000131435	ENST00000253754	PDLIM4
ENSG00000120324	ENST00000239446	PCDHB10
ENSG00000185792	ENST00000332836	NLRP9
ENSG00000240247	ENST00000382689	DEFA1B
ENSG00000120328	ENST00000239450	PCDHB12
ENSG00000162804	ENST00000310397	SNED1
ENSG00000163825	ENST00000296142	RTP3
ENSG00000214413	ENST00000454061	BBIP1
ENSG00000112394	ENST00000368851	SLC16A10
ENSG00000224107	ENST00000423661	ETDB
ENSG00000158882	ENST00000367988	TOMM40L
ENSG00000205209	ENST00000601241	SCGB2B2
ENSG00000079691	ENST00000329474	CARMIL1
ENSG00000105520	ENST00000591608	PLPPR2
ENSG00000124313	ENST00000642864	IQSEC2
ENSG00000055957	ENST00000273283	ITIH1
ENSG00000182070	ENST00000380367	OR52A1
ENSG00000182854	ENST00000332238	OR4F15
ENSG00000082175	ENST00000325455	PGR
ENSG00000142513	ENST00000270593	ACP4
ENSG00000237988	ENST00000641137	OR2I1P
ENSG00000116667	ENST00000235307	C1orf21
ENSG00000175564	ENST00000314032	UCP3
ENSG00000158864	ENST00000367993	NDUFS2
ENSG00000227794	ENST00000440980	RPS18
ENSG00000091157	ENST00000254442	WDR7
ENSG00000197128	ENST00000343280	ZNF772
ENSG00000126251	ENST00000597214	GPR42
ENSG00000166407	ENST00000335790	LMO1
ENSG00000251247	ENST00000529555	ZNF345
ENSG00000277363	ENST00000617146	SRCIN1
ENSG00000005108	ENST00000423059	THSD7A
ENSG00000132330	ENST00000254663	SCLY
ENSG00000103534	ENST00000396229	TMC5
ENSG00000170955	ENST00000303927	CAVIN3
ENSG00000160094	ENST00000539719	ZNF362
ENSG00000276781	ENST00000613166	CHGA
ENSG00000124772	ENST00000244751	CPNE5
ENSG00000172476	ENST00000372633	RAB40A
ENSG00000278220	ENST00000619400	CLN8
ENSG00000188994	ENST00000369577	ZNF292
ENSG00000276154	ENST00000621436	KIR2DS4
ENSG00000023318	ENST00000262455	ERP44
ENSG00000162755	ENST00000368011	KLHDC9
ENSG00000171812	ENST00000397799	COL8A2
ENSG00000103196	ENST00000262424	CRISPLD2
ENSG00000256453	ENST00000542735	DND1
ENSG00000070081	ENST00000529010	NUCB2
ENSG00000274429	ENST00000614211	DLG5
ENSG00000185475	ENST00000333449	TMEM179B
ENSG00000198917	ENST00000361256	SPOUT1
ENSG00000143476	ENST00000366991	DTL
ENSG00000153498	ENST00000283550	SPACA7
ENSG00000114902	ENST00000619898	SPCS1
ENSG00000169902	ENST00000304842	TPST1
ENSG00000275731	ENST00000614639	KIR2DS4
ENSG00000106560	ENST00000223293	GIMAP2
ENSG00000130758	ENST00000253055	MAP3K10
ENSG00000133226	ENST00000323848	SRRM1
ENSG00000158169	ENST00000289081	FANCC
ENSG00000184716	ENST00000319327	SERINC4
ENSG00000206106	ENST00000382830	KRTAP22-2
ENSG00000163898	ENST00000296252	LIPH
ENSG00000244025	ENST00000334063	KRTAP19-3
ENSG00000008300	ENST00000164024	CELSR3
ENSG00000108298	ENST00000225430	RPL19
ENSG00000162694	ENST00000370114	EXTL2
ENSG00000143315	ENST00000368090	PIGM
ENSG00000276072	ENST00000620004	AATF
ENSG00000213398	ENST00000264005	LCAT
ENSG00000177807	ENST00000368089	KCNJ10
ENSG00000215277	ENST00000399910	RNF212B
ENSG00000103066	ENST00000219345	PLA2G15
ENSG00000162989	ENST00000295101	KCNJ3
ENSG00000162728	ENST00000368088	KCNJ9
ENSG00000064989	ENST00000409998	CALCRL
ENSG00000197013	ENST00000358491	ZNF429
ENSG00000100612	ENST00000216500	DHRS7
ENSG00000135406	ENST00000257860	PRPH
ENSG00000224916	ENST00000585685	APOC4-APOC2
ENSG00000162729	ENST00000368086	IGSF8
ENSG00000162695	ENST00000370112	SLC30A7
ENSG00000198721	ENST00000380118	ECI2
ENSG00000267467	ENST00000592954	APOC4
ENSG00000168404	ENST00000308807	MLKL
ENSG00000004455	ENST00000354858	AK2
ENSG00000198146	ENST00000356321	ZNF770
ENSG00000234906	ENST00000590360	APOC2
ENSG00000124067	ENST00000422611	SLC12A4
ENSG00000143324	ENST00000367590	XPR1
ENSG00000167874	ENST00000301599	TMEM88
ENSG00000255192	ENST00000528386	NANOGP8
ENSG00000136875	ENST00000374198	PRPF4
ENSG00000185247	ENST00000355220	MAGEA11
ENSG00000108055	ENST00000361804	SMC3
ENSG00000264717	ENST00000576178	NPY4R2
ENSG00000085741	ENST00000322563	WNT11
ENSG00000028839	ENST00000237264	TBPL1
ENSG00000166887	ENST00000348544	VPS39
ENSG00000025293	ENST00000374012	PHF20
ENSG00000162222	ENST00000316461	TTC9C
ENSG00000135315	ENST00000403245	CEP162
ENSG00000224156	ENST00000421473	TUBB
ENSG00000018625	ENST00000361216	ATP1A2
ENSG00000276421	ENST00000616732	PRPF31
ENSG00000132698	ENST00000361084	RAB25
ENSG00000166046	ENST00000299045	TCP11L2
ENSG00000143622	ENST00000368322	RIT1
ENSG00000236177	ENST00000515317	HLA-DPA1
ENSG00000142733	ENST00000493901	MAP3K6
ENSG00000236490	ENST00000456807	TAPBP
ENSG00000182676	ENST00000330261	PPP1R27
ENSG00000135097	ENST00000257552	MSI1
ENSG00000089163	ENST00000202967	SIRT4
ENSG00000243215	ENST00000383230	HLA-DMA
ENSG00000256061	ENST00000321149	DNAAF4
ENSG00000111727	ENST00000229330	HCFC2
ENSG00000089157	ENST00000551150	RPLP0
ENSG00000158623	ENST00000425248	COPG2
ENSG00000118242	ENST00000620139	MREG
ENSG00000067596	ENST00000262415	DHX8
ENSG00000019991	ENST00000222390	HGF
ENSG00000126215	ENST00000553264	XRCC3
ENSG00000179088	ENST00000378113	C12orf42
ENSG00000271723	ENST00000414150	MROH7-TTC4
ENSG00000181631	ENST00000325602	P2RY13
ENSG00000160714	ENST00000292211	UBE2Q1
ENSG00000143515	ENST00000368489	ATP8B2
ENSG00000130177	ENST00000360383	CDC16
ENSG00000157216	ENST00000371320	SSBP3
ENSG00000174842	ENST00000370360	GLMN
ENSG00000175182	ENST00000383847	FAM131A
ENSG00000164326	ENST00000296777	CARTPT
ENSG00000223639	ENST00000438750	CLIC1
ENSG00000166225	ENST00000550389	FRS2
ENSG00000054523	ENST00000263934	KIF1B
ENSG00000155269	ENST00000382487	GPR78
ENSG00000239521	ENST00000436886	CASTOR3
ENSG00000235302	ENST00000434515	LY6G6D
ENSG00000075240	ENST00000406902	GRAMD4
ENSG00000123080	ENST00000262662	CDKN2C
